bioguide,candidate_id,cycle,totals_source,active_through,address_city,address_state,address_street_1,address_street_2,address_zip,all_other_loans,candidate_contribution,candidate_election_year,candidate_inactive,candidate_status,cash_on_hand_end_period,contribution_refunds,contributions,coverage_end_date,coverage_start_date,cycles,debts_owed_by_committee,disbursements,district,district_number,election_districts,election_full,election_year,election_years,exempt_legal_accounting_disbursement,federal_funds,federal_funds_flag,first_file_date,fundraising_disbursements,has_raised_funds,incumbent_challenge,incumbent_challenge_full,individual_contributions,individual_itemized_contributions,individual_unitemized_contributions,is_election,last_beginning_image_number,last_cash_on_hand_end_period,last_debts_owed_by_committee,last_debts_owed_to_committee,last_f2_date,last_file_date,last_net_contributions,last_net_operating_expenditures,last_report_type_full,last_report_year,load_date,loan_repayments,loan_repayments_candidate_loans,loan_repayments_other_loans,loans,loans_made_by_candidate,name,net_contributions,net_operating_expenditures,office,office_full,offsets_to_fundraising_expenditures,offsets_to_legal_accounting,offsets_to_operating_expenditures,operating_expenditures,other_disbursements,other_political_committee_contributions,other_receipts,party,party_full,political_party_committee_contributions,receipts,refunded_individual_contributions,refunded_other_political_committee_contributions,refunded_political_party_committee_contributions,state,state_full,total_offsets_to_operating_expenditures,transaction_coverage_date,transfers_from_other_authorized_committee,transfers_to_other_authorized_committee,two_year_period
H000601,S0TN00169,2026,candidate,,,,,,,0.0,0.0,2026,,,,94175.3,9813843.62,2025-06-30T00:00:00,2021-01-01T00:00:00,,,7768310.82,,,,True,,,0.0,0.0,,,0.0,,,,7791844.42,5608320.16,2183524.26,,202301319575269703,3653201.33,0.0,0.0,,,1183606.89,468352.41,YEAR-END,2025,,2995000.0,1674000.0,1321000.0,0.0,0.0,,9719668.32,4653272.83,,,0.0,0.0,20862.69,4674135.52,0.0,2020999.2,0.0,,,1000.0,11366453.56,78925.3,15250.0,0.0,,,0.0,2025-06-30T00:00:00,1531747.25,5000.0,
H001047,H8CT04172,2026,candidate,,,,,,,0.0,0.0,2026,,,,20.0,366415.23,2025-06-30T00:00:00,2025-01-01T00:00:00,,,224715.47,,,,True,,,0.0,0.0,,,0.0,,,,102415.23,82350.0,20065.23,,202507159763429507,2289612.43,0.0,0.0,,,178834.0,74652.52,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,366395.23,145200.47,,,0.0,0.0,0.0,145200.47,79495.0,264000.0,41094.21,,,0.0,407509.44,20.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
H001066,H2NV04011,2026,candidate,,,,,,,0.0,0.0,2026,,,,1001.8,881126.23,2025-06-30T00:00:00,2025-01-01T00:00:00,,,423228.44,,,,True,,,0.0,0.0,,,0.0,,,,341187.42,306998.27,34189.15,,202507159763070114,489198.37,98380.98,0.0,,,516708.61,338345.53,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,880124.43,418796.87,,,0.0,0.0,929.77,419726.64,2500.0,538517.93,6929.22,,,1420.88,906136.3,1001.8,0.0,0.0,,,0.0,2025-06-30T00:00:00,17151.08,0.0,
H001076,S6NH00091,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001082,H8OK01157,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,823596.58,2025-06-30T00:00:00,2025-01-01T00:00:00,,,497962.88,,,,True,,,0.0,0.0,,,0.0,,,,190808.32,183345.1,7463.22,,202507159763307257,1708842.42,0.0,0.0,,,407631.9,200323.61,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,823596.58,494385.73,,,0.0,0.0,0.0,494385.73,3577.15,632788.26,0.0,,,0.0,1058139.32,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,234542.74,0.0,
H001090,H8CA10126,2026,candidate,,,,,,,0.0,0.0,2026,,,,7757.34,1395779.05,2025-06-30T00:00:00,2025-01-01T00:00:00,,,337864.51,,,,True,,,0.0,0.0,,,0.0,,,,1150031.12,979068.8,170962.32,,202507159763425717,2900284.81,0.0,0.0,,,707741.62,183158.27,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1388021.71,315257.56,,,0.0,0.0,14692.9,329950.46,51.71,244122.0,56594.12,,,1625.93,1549317.6,7757.34,0.0,0.0,,,0.0,2025-06-30T00:00:00,82251.53,105.0,
H001095,H0TX07170,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,676230.59,2025-06-30T00:00:00,2025-01-01T00:00:00,,,474644.63,,,,True,,,0.0,0.0,,,0.0,,,,532230.59,208430.74,323799.85,,202507159762907906,3017893.8,0.0,0.0,,,414239.15,323848.73,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,676230.59,473699.75,,,0.0,0.0,704.88,474404.63,240.0,144000.0,814.0,,,0.0,1005362.27,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,327612.8,0.0,
H001100,H4CO03357,2026,candidate,,,,,,,0.0,0.0,2026,,,,11.97,976771.73,2025-06-30T00:00:00,2025-01-01T00:00:00,,,331723.73,,,,True,,,0.0,0.0,,,0.0,,,,807471.18,793659.7,13811.48,,202507169763549351,1148560.58,0.0,0.0,,,490400.87,158063.66,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,976759.76,307719.01,,,0.0,0.0,9992.75,317711.76,14000.0,169300.55,0.0,,,0.0,1469981.43,11.97,0.0,0.0,,,0.0,2025-06-30T00:00:00,483216.95,0.0,
I000056,H0CA48024,2026,candidate,,,,,,,0.0,0.0,2026,,,,2680.0,347584.65,2025-06-30T00:00:00,2025-01-01T00:00:00,,,190760.38,,,,True,,,0.0,0.0,,,0.0,,,,183584.65,147944.0,35640.65,,202507159763154040,2233870.99,5043756.13,0.0,,,226973.62,68614.58,JULY QUARTERLY,2025,,37631.86,37631.86,0.0,0.0,0.0,,344904.65,150286.91,,,0.0,0.0,161.61,150448.52,0.0,164000.0,82454.4,,,0.0,780015.05,180.0,2500.0,0.0,,,0.0,2025-06-30T00:00:00,349814.39,0.0,
J000293,S0WI00197,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J000299,H6LA04138,2026,candidate,,,,,,,0.0,0.0,2026,,,,9975.0,4554809.39,2025-06-30T00:00:00,2025-01-01T00:00:00,,,3220247.07,,,,True,,,0.0,0.0,,,0.0,,,,3751109.39,2270693.77,1480415.62,,202507159763155982,6721511.54,0.0,0.0,,,2562698.01,1425107.89,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,4544834.39,2527316.57,,,0.0,0.0,0.0,2527316.57,682955.5,803700.0,0.0,,,0.0,8689382.08,9975.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,4134572.69,0.0,
J000305,H8CA49074,2026,candidate,,,,,,,0.0,261920.01,2026,,,,5.0,419638.61,2025-06-30T00:00:00,2025-01-01T00:00:00,,,305787.45,,,,True,,,0.0,0.0,,,0.0,,,,114218.6,67760.0,46458.6,,202507159763274809,219235.67,350000.0,0.0,,,344443.2,137442.25,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,419633.61,245270.1,,,0.0,0.0,1012.35,246282.45,59500.0,43500.0,0.0,,,0.0,447650.96,5.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,27000.0,0.0,
J000311,H4GA03126,2026,candidate,,,,,,,0.0,0.0,2026,,,,792.22,480803.13,2025-06-30T00:00:00,2025-01-01T00:00:00,,,269955.94,,,,True,,,0.0,0.0,,,0.0,,,,232594.36,138772.2,93822.16,,202507149762780500,452024.52,7515.71,0.0,,,300066.78,114476.21,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,480010.91,269163.72,,,0.0,0.0,0.0,269163.72,0.0,248208.77,1000.0,,,0.0,481804.13,792.22,0.0,0.0,,,0.0,2025-06-30T00:00:00,1.0,0.0,
K000375,H0MA10082,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,140630.95,2025-06-30T00:00:00,2025-01-01T00:00:00,,,173838.07,,,,True,,,0.0,0.0,,,0.0,,,,100030.95,72020.0,28010.95,,202507159763463529,632660.38,0.0,0.0,,,80348.0,101234.66,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,140630.95,173838.07,,,0.0,0.0,0.0,173838.07,0.0,40600.0,0.0,,,0.0,140630.95,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
K000384,S2VA00142,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000391,H6IL08147,2026,candidate,,,,,,,0.0,0.0,2026,,,,14187.23,3529835.47,2025-06-30T00:00:00,2025-01-01T00:00:00,,,11655998.35,,,,True,,,0.0,0.0,,,0.0,,,,3163235.47,2945095.33,218140.14,,202507159763433432,9346585.49,102790.82,0.0,,,630415.91,738221.8,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,3515648.24,1409689.26,,,0.0,0.0,23736.64,1433425.9,138594.0,366600.0,337517.3,,,0.0,3891089.41,5687.23,8500.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,10069791.22,
K000397,H8CA39240,2026,candidates,2026,ANAHEIM,CA,PO BOX 17490,,92817,,,2026,False,C,3938779.72,,,2025-06-30,2025-01-01,"[2018, 2020, 2022, 2024, 2026]",185082.22,1093169.3,40,40,"['39', '39', '40', '40', '40']",,2026,"[2018, 2020, 2022, 2024, 2026]",,,False,2018-01-19,,True,I,Incumbent,,959873.64,,True,,,,,2024-11-20,2024-11-20,,,,,2025-02-04T21:06:02,,,,,,"KIM, YOUNG",,,H,House,,,,,,705395.25,,REP,REPUBLICAN PARTY,,3294450.19,,,,CA,California,,,855180.24,,2026
K000401,H2CA03157,2026,candidate,,,,,,,0.0,5.0,2026,,,,8062.5,854702.56,2025-06-30T00:00:00,2025-01-01T00:00:00,,,214842.66,,,,True,,,0.0,0.0,,,0.0,,,,723856.48,556006.17,167850.31,,202507159763068023,1392203.98,6353.27,0.0,,,389217.52,146070.12,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,846640.06,201235.26,,,0.0,0.0,5544.9,206780.16,0.0,130841.08,0.0,,,0.0,1226068.57,5562.5,2500.0,0.0,,,0.0,2025-06-30T00:00:00,365821.11,0.0,
K000405,H4NC13116,2026,candidate,,,,,,,0.0,0.0,2026,,,,1.62,347947.3,2025-06-30T00:00:00,2025-01-01T00:00:00,,,155204.17,,,,True,,,0.0,0.0,,,0.0,,,,163347.3,154557.68,8789.62,,202507159763098271,253471.54,760482.71,0.0,,,228022.53,110845.89,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,347945.68,148524.59,,,0.0,0.0,3116.44,151641.03,3561.52,184600.0,0.0,,,0.0,391415.61,1.62,0.0,0.0,,,0.0,2025-06-30T00:00:00,40351.87,0.0,
L000557,H8CT01046,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,244581.15,2025-06-30T00:00:00,2025-01-01T00:00:00,,,235607.25,,,,True,,,0.0,0.0,,,0.0,,,,44526.14,20593.0,23933.14,,202507159762854576,262467.12,11992.27,1889.62,,,106413.26,83281.45,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,244581.15,164718.65,,,0.0,0.0,1023.67,165742.32,69864.93,200055.01,3740.3,,,0.0,249345.12,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
L000570,S0NM00058,2026,candidate,,,,,,,0.0,0.0,2026,,,,41920.63,4112340.0,2025-06-30T00:00:00,2021-01-01T00:00:00,,,2169142.58,,,,True,,,0.0,0.0,,,0.0,,,,3232005.9,1990792.55,1241213.35,,202301319575340303,2680635.59,0.0,0.0,,,799036.95,465939.52,YEAR-END,2025,,0.0,0.0,0.0,0.0,0.0,,4070419.37,1895215.12,,,0.0,0.0,64943.91,1960159.03,167062.92,880334.1,20550.81,,,0.0,4770454.72,29920.63,12000.0,0.0,,,0.0,2025-06-30T00:00:00,572620.0,0.0,
L000578,H2CA02142,2026,candidate,,,,,,,0.0,0.0,2026,,,,300.0,259563.41,2025-06-30T00:00:00,2025-01-01T00:00:00,,,89240.93,,,,True,,,0.0,0.0,,,0.0,,,,167724.2,161013.76,6710.44,,202507159762899579,855243.63,5810.67,0.0,,,208603.97,52339.59,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,259263.41,82048.72,,,0.0,0.0,479.21,82527.93,6413.0,91839.21,0.0,,,0.0,260042.62,300.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
L000590,H6NV04020,2026,candidate,,,,,,,0.0,0.0,2026,,,,4760.83,972122.21,2025-06-30T00:00:00,2025-01-01T00:00:00,,,288041.03,,,,True,,,0.0,0.0,,,0.0,,,,595739.75,541260.89,54478.86,,202507159763321142,1223269.24,0.0,2.0,,,591295.63,142679.47,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,967361.38,253704.06,,,0.0,0.0,29576.14,283280.2,0.0,374825.0,0.0,,,1557.46,1044655.73,2260.83,2500.0,0.0,,,0.0,2025-06-30T00:00:00,42957.38,0.0,
L000597,H2FL15241,2026,candidate,,,,,,,0.0,0.0,2026,,,,1400.0,293725.09,2025-06-30T00:00:00,2025-01-01T00:00:00,,,201398.51,,,,True,,,0.0,0.0,,,0.0,,,,88225.09,86616.3,1608.79,,202507159763506105,839491.7,9768.0,0.0,,,189677.27,90922.5,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,292325.09,199998.51,,,0.0,0.0,0.0,199998.51,0.0,205500.0,0.0,,,0.0,606119.71,1400.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,312394.62,0.0,
L000601,H2OH01194,2026,candidate,,,,,,,0.0,0.0,2026,,,,5550.5,1103196.84,2025-06-30T00:00:00,2025-01-01T00:00:00,,,257422.23,,,,True,,,0.0,0.0,,,0.0,,,,850164.16,819966.1,30198.06,,202507159762990144,1039075.65,8181.03,0.0,,,631121.09,115487.87,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1097646.34,245247.6,,,0.0,0.0,1186.13,246433.73,5438.0,253000.0,0.0,,,32.68,1116382.97,550.5,5000.0,0.0,,,0.0,2025-06-30T00:00:00,12000.0,0.0,
L000607,H4CA16197,2026,candidate,,,,,,,0.0,0.0,2026,,,,8300.0,909418.71,2025-06-30T00:00:00,2025-01-01T00:00:00,,,702196.15,,,,True,,,0.0,0.0,,,0.0,,,,724168.71,717086.71,7082.0,,202507159763102922,1482031.74,0.0,0.0,,,434865.71,187030.07,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,901118.71,508437.66,,,0.0,0.0,1001.71,509439.37,177456.78,185250.0,2711.39,,,0.0,2093835.79,8300.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,1180703.98,7000.0,
M000317,H0NY11078,2026,candidate,,,,,,,0.0,0.0,2026,,,,6619.17,680981.84,2025-06-30T00:00:00,2025-01-01T00:00:00,,,386089.53,,,,True,,,0.0,0.0,,,0.0,,,,301131.84,247167.2,53964.64,,202507159763097180,1814807.44,0.0,0.0,,,388924.18,275355.77,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,674362.67,374964.27,,,0.0,0.0,1787.11,376751.38,2718.98,379850.0,7799.22,,,0.0,854650.51,4119.17,2500.0,0.0,,,0.0,2025-06-30T00:00:00,164082.34,0.0,
M000934,H6KS01096,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001143,H0MN04049,2026,candidate,,,,,,,0.0,0.0,2026,,,,500.0,477441.45,2025-06-30T00:00:00,2025-01-01T00:00:00,,,359791.13,,,,True,,,0.0,0.0,,,0.0,,,,314941.45,298730.43,16211.02,,202507159763251713,673460.33,0.0,0.0,,,257558.01,136718.93,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,476941.45,256667.83,,,0.0,0.0,123.3,256791.13,102500.0,161500.0,767.94,,,1000.0,478332.69,500.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001163,H6CA05195,2026,candidate,,,,,,,0.0,0.0,2026,,,,250.0,366214.0,2025-06-30T00:00:00,2025-01-01T00:00:00,,,153023.33,,,,True,,,0.0,0.0,,,0.0,,,,118214.0,111850.0,6364.0,,202507159762964277,519859.47,0.0,0.0,,,235247.0,74289.01,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,365964.0,116273.33,,,0.0,0.0,0.0,116273.33,36500.0,248000.0,0.0,,,0.0,366214.0,250.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001184,H2KY04121,2026,candidate,,,,,,,0.0,0.0,2026,,,,9488.93,1029450.25,2025-06-30T00:00:00,2025-01-01T00:00:00,,,200620.69,,,,True,,,0.0,0.0,,,0.0,,,,1002450.25,595733.02,406717.23,,202507149762820328,1737746.73,0.0,0.0,,,575636.61,83061.31,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1019961.32,187224.78,,,0.0,0.0,1906.98,189131.76,2000.0,27000.0,0.0,,,0.0,1031357.23,9488.93,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001196,H4MA06090,2026,candidate,,,,,,,0.0,0.0,2026,,,,4978.0,718278.41,2025-06-30T00:00:00,2025-01-01T00:00:00,,,406544.47,,,,True,,,0.0,0.0,,,0.0,,,,601778.41,456511.81,145266.6,,202507159763201802,2192389.22,0.0,0.0,,,347742.8,200338.86,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,713300.41,395613.5,,,0.0,0.0,5952.97,401566.47,0.0,116500.0,22895.09,,,0.0,748595.63,2978.0,2000.0,0.0,,,0.0,2025-06-30T00:00:00,1469.16,0.0,
M001205,H8WV03097,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,537358.97,2025-06-30T00:00:00,2025-01-01T00:00:00,,,197355.16,,,,True,,,0.0,0.0,,,0.0,,,,122720.39,122428.29,292.1,,202507159762992102,581129.76,417992.72,0.0,,,254847.53,69931.9,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,537358.97,170671.19,,,0.0,0.0,1583.97,172255.16,25100.0,414638.58,0.0,,,0.0,538942.94,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001211,H0IL15129,2026,candidate,,,,,,,0.0,0.0,2026,,,,205.54,356482.2,2025-06-30T00:00:00,2025-01-01T00:00:00,,,305191.75,,,,True,,,0.0,0.0,,,0.0,,,,324482.2,88202.15,236280.05,,202507149762818212,704291.5,0.0,0.0,,,174890.7,140472.35,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,356276.66,304786.21,,,0.0,0.0,0.0,304786.21,200.0,32000.0,0.0,,,0.0,363226.91,205.54,0.0,0.0,,,0.0,2025-06-30T00:00:00,6744.71,0.0,
M001215,H8IA02043,2026,candidate,,,,,,,0.0,0.0,2026,,,,38763.37,1775216.76,2025-06-30T00:00:00,2025-01-01T00:00:00,,,586028.29,,,,True,,,0.0,0.0,,,0.0,,,,653556.01,502682.12,150873.89,,202507229764199083,2116408.32,0.0,0.0,,,817632.11,269159.26,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1736453.39,521632.23,,,0.0,0.0,23632.69,545264.92,2000.0,1116660.75,0.01,,,5000.0,2328693.21,28263.37,10500.0,0.0,,,0.0,2025-06-30T00:00:00,529843.75,0.0,
M001219,H2GU01031,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,2000.0,2025-06-30T00:00:00,2025-01-01T00:00:00,,,4812.0,,,,True,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,202507139762772575,1212.37,0.0,0.0,,,1000.0,0.0,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,2000.0,0.0,,,0.0,0.0,0.0,0.0,4812.0,2000.0,0.0,,,0.0,2000.0,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001224,H2TX01112,2026,candidate,,,,,,,0.0,0.0,2026,,,,2744.55,434496.65,2025-06-30T00:00:00,2025-01-01T00:00:00,,,247100.07,,,,True,,,0.0,0.0,,,0.0,,,,185346.65,128029.4,57317.25,,202507159763274271,668967.0,0.0,0.0,,,252378.49,113919.48,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,431752.1,243498.1,,,0.0,0.0,0.0,243498.1,857.42,249150.0,0.0,,,0.0,535120.95,2744.55,0.0,0.0,,,0.0,2025-06-30T00:00:00,100624.3,0.0,
M001228,H4UT02296,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,257789.44,2025-06-30T00:00:00,2025-01-01T00:00:00,,,142607.09,,,,True,,,0.0,0.0,,,0.0,,,,127366.44,126100.0,1266.44,,202507139762772754,222514.13,55424.48,0.0,,,122210.0,89422.66,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,257789.44,142057.09,,,0.0,0.0,300.0,142357.09,250.0,130423.0,10.35,,,0.0,258099.79,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001232,H4MD06340,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,304478.72,2025-06-30T00:00:00,2025-01-01T00:00:00,,,218406.62,,,,True,,,0.0,0.0,,,0.0,,,,203428.72,199875.0,3553.72,,202507159763379451,323251.22,4073000.0,0.0,,,120891.69,178112.5,JULY QUARTERLY,2025,,0.0,0.0,0.0,200000.0,200000.0,,304478.72,204602.63,,,0.0,0.0,7499.95,212102.58,6304.04,101050.0,0.0,,,0.0,528778.67,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,16800.0,0.0,
M001236,H4NC14015,2026,candidate,,,,,,,0.0,0.0,2026,,,,2852.04,662672.75,2025-06-30T00:00:00,2025-01-01T00:00:00,,,300466.34,,,,True,,,0.0,0.0,,,0.0,,,,539772.75,530863.7,8909.05,,202507159763101904,1286156.97,0.0,0.0,,,340713.51,118243.31,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,659820.71,163565.31,,,0.0,0.0,384.0,163949.31,133664.99,122900.0,0.0,,,0.0,663056.75,202.04,2650.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001240,H4NC06177,2026,candidate,,,,,,,0.0,0.0,2026,,,,8478.82,490444.55,2025-06-30T00:00:00,2025-01-01T00:00:00,,,258366.64,,,,True,,,0.0,0.0,,,0.0,,,,328944.55,326827.72,2116.83,,202507089762739169,264566.08,0.0,0.0,,,320185.77,158604.11,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,481965.73,244722.54,,,0.0,0.0,5165.28,249887.82,0.0,161500.0,20000.0,,,0.0,515609.83,4978.82,3500.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
N000002,H2NY17071,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,190022.03,2025-06-30T00:00:00,2025-01-01T00:00:00,,,140866.77,,,,True,,,0.0,0.0,,,0.0,,,,127022.03,108595.31,18426.72,,202507159763546636,243745.76,0.0,0.0,,,91565.15,83848.15,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,190022.03,136891.77,,,0.0,0.0,0.0,136891.77,3975.0,63000.0,0.0,,,0.0,190022.03,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
N000188,H4NJ01084,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,368312.44,2025-06-30T00:00:00,2025-01-01T00:00:00,,,167113.95,,,,True,,,0.0,0.0,,,0.0,,,,155812.44,150200.0,5612.44,,202507159763410162,1934061.53,0.0,0.0,,,257497.0,68073.54,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,368312.44,121938.95,,,0.0,0.0,25.0,121963.95,45150.0,212500.0,25349.71,,,0.0,393687.15,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
N000193,H2IA03119,2026,candidate,,,,,,,0.0,0.0,2026,,,,-4000.0,953059.93,2025-06-30T00:00:00,2025-01-01T00:00:00,,,308078.5,,,,True,,,0.0,0.0,,,0.0,,,,387959.92,330575.72,57384.2,,202507159763323732,1299597.86,0.0,0.0,,,471070.47,187183.07,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,957059.93,307518.68,,,0.0,0.0,4559.82,312078.5,0.0,560100.01,517.9,,,5000.0,1554842.97,0.0,-4000.0,0.0,,,0.0,2025-06-30T00:00:00,596705.32,0.0,
O000173,H8MN05239,2026,candidate,,,,,,,0.0,0.0,2026,,,,15155.74,1269816.41,2025-06-30T00:00:00,2025-01-01T00:00:00,,,1090762.57,,,,True,,,0.0,0.0,,,0.0,,,,1254087.91,405536.56,848551.35,,202507159763246770,577905.23,0.0,0.0,,,503814.54,430416.74,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1254660.67,1055345.78,,,0.0,0.0,4161.05,1059506.83,16100.0,15728.5,1204.34,,,0.0,1344447.17,15155.74,0.0,0.0,,,0.0,2025-06-30T00:00:00,69265.37,0.0,
O000177,H8MO09146,2026,candidate,,,,,,,0.0,0.0,2026,,,,3026.74,217639.3,2025-06-30T00:00:00,2025-01-01T00:00:00,,,226261.25,,,,True,,,0.0,0.0,,,0.0,,,,124139.3,123178.82,960.48,,202507159762927873,155339.52,900000.0,0.0,,,133283.9,89493.2,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,214612.56,209938.36,,,0.0,0.0,4017.33,213955.69,5236.82,93500.0,6000.0,,,0.0,231156.63,526.74,2500.0,0.0,,,0.0,2025-06-30T00:00:00,3500.0,4042.0,
P000197,H8CA05035,2026,candidate,,,,,,,0.0,0.0,2026,,,,27316.5,1472987.05,2025-06-30T00:00:00,2025-01-01T00:00:00,,,1963151.79,,,,True,,,0.0,0.0,,,0.0,,,,1462487.05,449785.61,1012701.44,,202507159763279323,1604455.7,0.0,0.0,,,609325.37,595997.7,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1445670.55,1216157.67,,,0.0,0.0,201.34,1216359.01,719476.28,10500.0,12.64,,,0.0,1489541.03,27316.5,0.0,0.0,,,0.0,2025-06-30T00:00:00,16340.0,0.0,
P000605,H2PA04135,2026,candidate,,,,,,,0.0,0.0,2026,,,,2587.67,907838.23,2025-06-30T00:00:00,2025-01-01T00:00:00,,,332449.84,,,,True,,,0.0,0.0,,,0.0,,,,625388.23,294817.43,330570.8,,202507159762867508,1200610.19,268202.87,0.0,,,583595.16,236487.05,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,905250.56,327418.2,,,0.0,0.0,693.97,328112.17,1750.0,277450.0,133.37,,,5000.0,1451141.05,2587.67,0.0,0.0,,,0.0,2025-06-30T00:00:00,542475.48,0.0,
P000610,H2VI00082,2026,candidate,,,,,,,0.0,0.0,2026,,,,42.0,241562.5,2025-06-30T00:00:00,2025-01-01T00:00:00,,,150637.83,,,,True,,,0.0,0.0,,,0.0,,,,87062.5,85500.0,1562.5,,202507159763198800,102621.65,24733.1,0.0,,,166280.0,105918.24,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,241520.5,149495.22,,,0.0,0.0,450.61,149945.83,650.0,154500.0,0.0,,,0.0,242013.11,42.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
