county,precinct,office,district,candidate,party,votes,election_day,absentee
Ottawa,"City of Ferrysburg, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,20,,
Ottawa,"City of Ferrysburg, Precinct 1",U.S. House,2,Bill Huizenga,REP,1178,,
Ottawa,"City of Ferrysburg, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,867,,
Ottawa,"City of Ferrysburg, Precinct 1",State House,89,Jim Lilly,REP,1146,,
Ottawa,"City of Ferrysburg, Precinct 1",State House,89,Anita Marie Brown,DEM,896,,
Ottawa,"City of Ferrysburg, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,,
Ottawa,"City of Ferrysburg, Precinct 1",Straight Party,,Green Party,GRN,1,,
Ottawa,"City of Ferrysburg, Precinct 1",Straight Party,,Working Class Party,WCP,7,,
Ottawa,"City of Ferrysburg, Precinct 1",Straight Party,,Libertarian Party,LIB,10,,
Ottawa,"City of Ferrysburg, Precinct 1",Straight Party,,Democratic Party,DEM,479,,
Ottawa,"City of Ferrysburg, Precinct 1",Straight Party,,Republican Party,REP,705,,
Ottawa,"City of Ferrysburg, Precinct 1",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Ferrysburg, Precinct 1",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Ferrysburg, Precinct 1",U.S. Senate,,Marcia Squier,GRN,20,,
Ottawa,"City of Ferrysburg, Precinct 1",U.S. Senate,,Doug Dern,NLP,6,,
Ottawa,"City of Ferrysburg, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,19,,
Ottawa,"City of Ferrysburg, Precinct 1",U.S. Senate,,Gary Peters,DEM,929,,
Ottawa,"City of Ferrysburg, Precinct 1",U.S. Senate,,John James,REP,1134,,
Ottawa,"City of Ferrysburg, Precinct 1",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Tom Hoefling,,0,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Kasey Wells,,0,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Jade Simmons,,0,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Rocky De La Fuente Darcy Richardson,NLP,1,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Brian T. Carroll,,1,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Don Blankenship William Mohr,UST,3,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Howie Hawkins Angela Walker,GRN,5,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Donald J. Trump Michael R. Pence,REP,621,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Jo Jorgensen Jeremy Cohen,LIB,17,,
Ottawa,"City of Grand Haven, Precinct 1",President,,Joseph R. Biden Kamala D. Harris,DEM,799,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. House,2,Gerald T. Van Sickle,UST,3,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. House,2,Max Riekse,LIB,14,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,17,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,703,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. House,2,Bill Huizenga,REP,693,,
Ottawa,"City of Grand Haven, Precinct 1",State House,89,Jim Lilly,REP,688,,
Ottawa,"City of Grand Haven, Precinct 1",State House,89,Anita Marie Brown,DEM,705,,
Ottawa,"City of Grand Haven, Precinct 1",Straight Party,,Green Party,GRN,3,,
Ottawa,"City of Grand Haven, Precinct 1",Straight Party,,Working Class Party,WCP,4,,
Ottawa,"City of Grand Haven, Precinct 1",Straight Party,,Libertarian Party,LIB,6,,
Ottawa,"City of Grand Haven, Precinct 1",Straight Party,,Democratic Party,DEM,366,,
Ottawa,"City of Grand Haven, Precinct 1",Straight Party,,Republican Party,REP,431,,
Ottawa,"City of Grand Haven, Precinct 1",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Grand Haven, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. Senate,,Doug Dern,NLP,3,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. Senate,,Marcia Squier,GRN,24,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,9,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. Senate,,John James,REP,693,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. Senate,,Gary Peters,DEM,708,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Grand Haven, Precinct 1",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Jade Simmons,,0,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Kasey Wells,,0,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Brian T. Carroll,,0,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Rocky De La Fuente Darcy Richardson,NLP,1,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Tom Hoefling,,0,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Don Blankenship William Mohr,UST,1,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Howie Hawkins Angela Walker,GRN,2,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Jo Jorgensen Jeremy Cohen,LIB,24,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Joseph R. Biden Kamala D. Harris,DEM,1022,,
Ottawa,"City of Grand Haven, Precinct 2",President,,Donald J. Trump Michael R. Pence,REP,663,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. House,2,Jean-Michel Creviere,GRN,7,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. House,2,Gerald T. Van Sickle,UST,1,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. House,2,Bill Huizenga,REP,750,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. House,2,Max Riekse,LIB,21,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. House,2,Bryan Berghoef,DEM,918,,
Ottawa,"City of Grand Haven, Precinct 2",State House,89,Anita Marie Brown,DEM,906,,
Ottawa,"City of Grand Haven, Precinct 2",State House,89,Jim Lilly,REP,749,,
Ottawa,"City of Grand Haven, Precinct 2",Straight Party,,Green Party,GRN,0,,
Ottawa,"City of Grand Haven, Precinct 2",Straight Party,,Working Class Party,WCP,0,,
Ottawa,"City of Grand Haven, Precinct 2",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Grand Haven, Precinct 2",Straight Party,,Libertarian Party,LIB,8,,
Ottawa,"City of Grand Haven, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,0,,
Ottawa,"City of Grand Haven, Precinct 2",Straight Party,,Republican Party,REP,401,,
Ottawa,"City of Grand Haven, Precinct 2",Straight Party,,Democratic Party,DEM,489,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. Senate,,Valerie L. Willis,UST,5,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. Senate,,Doug Dern,NLP,3,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. Senate,,John James,REP,743,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. Senate,,Gary Peters,DEM,943,,
Ottawa,"City of Grand Haven, Precinct 2",U.S. Senate,,Marcia Squier,GRN,8,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Tom Hoefling,,0,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Kasey Wells,,0,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Jade Simmons,,0,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Don Blankenship William Mohr,UST,2,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Rocky De La Fuente Darcy Richardson,NLP,0,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Brian T. Carroll,,1,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Howie Hawkins Angela Walker,GRN,6,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Joseph R. Biden Kamala D. Harris,DEM,996,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Jo Jorgensen Jeremy Cohen,LIB,17,,
Ottawa,"City of Grand Haven, Precinct 3",President,,Donald J. Trump Michael R. Pence,REP,975,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. House,2,Max Riekse,LIB,28,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. House,2,Jean-Michel Creviere,GRN,12,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. House,2,Gerald T. Van Sickle,UST,9,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. House,2,Bill Huizenga,REP,1045,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. House,2,Bryan Berghoef,DEM,858,,
Ottawa,"City of Grand Haven, Precinct 3",State House,89,Anita Marie Brown,DEM,891,,
Ottawa,"City of Grand Haven, Precinct 3",State House,89,Jim Lilly,REP,1013,,
Ottawa,"City of Grand Haven, Precinct 3",Straight Party,,Working Class Party,WCP,1,,
Ottawa,"City of Grand Haven, Precinct 3",Straight Party,,Green Party,GRN,4,,
Ottawa,"City of Grand Haven, Precinct 3",Straight Party,,Natural Law Party,NLP,1,,
Ottawa,"City of Grand Haven, Precinct 3",Straight Party,,Libertarian Party,LIB,7,,
Ottawa,"City of Grand Haven, Precinct 3",Straight Party,,Republican Party,REP,653,,
Ottawa,"City of Grand Haven, Precinct 3",Straight Party,,Democratic Party,DEM,536,,
Ottawa,"City of Grand Haven, Precinct 3",Straight Party,,U.S. Taxpayers Party,UST,0,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. Senate,,Doug Dern,NLP,5,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. Senate,,Marcia Squier,GRN,21,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. Senate,,Valerie L. Willis,UST,25,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. Senate,,Gary Peters,DEM,959,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. Senate,,John James,REP,956,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Grand Haven, Precinct 3",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Jade Simmons,,0,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Kasey Wells,,0,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Rocky De La Fuente Darcy Richardson,NLP,1,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Howie Hawkins Angela Walker,GRN,8,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Don Blankenship William Mohr,UST,2,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Jo Jorgensen Jeremy Cohen,LIB,23,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Donald J. Trump Michael R. Pence,REP,847,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Joseph R. Biden Kamala D. Harris,DEM,1051,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Tom Hoefling,,0,,
Ottawa,"City of Grand Haven, Precinct 4",President,,Brian T. Carroll,,2,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. House,2,Gerald T. Van Sickle,UST,12,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. House,2,Jean-Michel Creviere,GRN,21,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. House,2,Max Riekse,LIB,32,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. House,2,Bryan Berghoef,DEM,946,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. House,2,Bill Huizenga,REP,884,,
Ottawa,"City of Grand Haven, Precinct 4",State House,89,Anita Marie Brown,DEM,989,,
Ottawa,"City of Grand Haven, Precinct 4",State House,89,Jim Lilly,REP,852,,
Ottawa,"City of Grand Haven, Precinct 4",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Grand Haven, Precinct 4",Straight Party,,Working Class Party,WCP,1,,
Ottawa,"City of Grand Haven, Precinct 4",Straight Party,,Green Party,GRN,5,,
Ottawa,"City of Grand Haven, Precinct 4",Straight Party,,Libertarian Party,LIB,7,,
Ottawa,"City of Grand Haven, Precinct 4",Straight Party,,Republican Party,REP,515,,
Ottawa,"City of Grand Haven, Precinct 4",Straight Party,,Democratic Party,DEM,549,,
Ottawa,"City of Grand Haven, Precinct 4",Straight Party,,U.S. Taxpayers Party,UST,1,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. Senate,,Doug Dern,NLP,1,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. Senate,,Valerie L. Willis,UST,18,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. Senate,,Marcia Squier,GRN,23,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. Senate,,John James,REP,871,,
Ottawa,"City of Grand Haven, Precinct 4",U.S. Senate,,Gary Peters,DEM,993,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Jade Simmons,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Brian T. Carroll,,1,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Don Blankenship William Mohr,UST,2,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Rocky De La Fuente Darcy Richardson,NLP,1,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Howie Hawkins Angela Walker,GRN,2,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Jo Jorgensen Jeremy Cohen,LIB,20,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Donald J. Trump Michael R. Pence,REP,439,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Joseph R. Biden Kamala D. Harris,DEM,459,,
Ottawa,"City of Holland, Ward 1, Precinct 1",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. House,2,Gerald T. Van Sickle,UST,5,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,3,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. House,2,Max Riekse,LIB,13,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,429,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. House,2,Bill Huizenga,REP,472,,
Ottawa,"City of Holland, Ward 1, Precinct 1",State House,90,Christopher P. Banks,DEM,395,,
Ottawa,"City of Holland, Ward 1, Precinct 1",State House,90,Bradley Slagh,REP,495,,
Ottawa,"City of Holland, Ward 1, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,1,,
Ottawa,"City of Holland, Ward 1, Precinct 1",Straight Party,,Working Class Party,WCP,1,,
Ottawa,"City of Holland, Ward 1, Precinct 1",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Holland, Ward 1, Precinct 1",Straight Party,,Green Party,GRN,1,,
Ottawa,"City of Holland, Ward 1, Precinct 1",Straight Party,,Libertarian Party,LIB,2,,
Ottawa,"City of Holland, Ward 1, Precinct 1",Straight Party,,Republican Party,REP,298,,
Ottawa,"City of Holland, Ward 1, Precinct 1",Straight Party,,Democratic Party,DEM,231,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,4,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. Senate,,Marcia Squier,GRN,7,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. Senate,,John James,REP,484,,
Ottawa,"City of Holland, Ward 1, Precinct 1",U.S. Senate,,Gary Peters,DEM,424,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Brian T. Carroll,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Jade Simmons,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Rocky De La Fuente Darcy Richardson,NLP,1,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Howie Hawkins Angela Walker,GRN,5,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Don Blankenship William Mohr,UST,3,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Jo Jorgensen Jeremy Cohen,LIB,21,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Donald J. Trump Michael R. Pence,REP,522,,
Ottawa,"City of Holland, Ward 1, Precinct 2",President,,Joseph R. Biden Kamala D. Harris,DEM,585,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. House,2,Gerald T. Van Sickle,UST,6,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. House,2,Jean-Michel Creviere,GRN,2,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. House,2,Max Riekse,LIB,13,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. House,2,Bill Huizenga,REP,563,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. House,2,Bryan Berghoef,DEM,533,,
Ottawa,"City of Holland, Ward 1, Precinct 2",State House,90,Bradley Slagh,REP,565,,
Ottawa,"City of Holland, Ward 1, Precinct 2",State House,90,Christopher P. Banks,DEM,525,,
Ottawa,"City of Holland, Ward 1, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,1,,
Ottawa,"City of Holland, Ward 1, Precinct 2",Straight Party,,Natural Law Party,NLP,2,,
Ottawa,"City of Holland, Ward 1, Precinct 2",Straight Party,,Libertarian Party,LIB,8,,
Ottawa,"City of Holland, Ward 1, Precinct 2",Straight Party,,Working Class Party,WCP,2,,
Ottawa,"City of Holland, Ward 1, Precinct 2",Straight Party,,Green Party,GRN,1,,
Ottawa,"City of Holland, Ward 1, Precinct 2",Straight Party,,Republican Party,REP,354,,
Ottawa,"City of Holland, Ward 1, Precinct 2",Straight Party,,Democratic Party,DEM,325,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. Senate,,Doug Dern,NLP,4,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. Senate,,Gary Peters,DEM,526,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. Senate,,Valerie L. Willis,UST,12,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. Senate,,John James,REP,564,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 2",U.S. Senate,,Marcia Squier,GRN,10,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Jade Simmons,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Rocky De La Fuente Darcy Richardson,NLP,0,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Brian T. Carroll,,1,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Howie Hawkins Angela Walker,GRN,2,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Don Blankenship William Mohr,UST,3,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Joseph R. Biden Kamala D. Harris,DEM,556,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Jo Jorgensen Jeremy Cohen,LIB,16,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Donald J. Trump Michael R. Pence,REP,610,,
Ottawa,"City of Holland, Ward 1, Precinct 3",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. House,2,Max Riekse,LIB,9,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. House,2,Jean-Michel Creviere,GRN,9,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. House,2,Gerald T. Van Sickle,UST,3,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. House,2,Bryan Berghoef,DEM,481,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. House,2,Bill Huizenga,REP,667,,
Ottawa,"City of Holland, Ward 1, Precinct 3",State House,90,Christopher P. Banks,DEM,479,,
Ottawa,"City of Holland, Ward 1, Precinct 3",State House,90,Bradley Slagh,REP,671,,
Ottawa,"City of Holland, Ward 1, Precinct 3",Straight Party,,Libertarian Party,LIB,0,,
Ottawa,"City of Holland, Ward 1, Precinct 3",Straight Party,,Green Party,GRN,1,,
Ottawa,"City of Holland, Ward 1, Precinct 3",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Holland, Ward 1, Precinct 3",Straight Party,,Working Class Party,WCP,4,,
Ottawa,"City of Holland, Ward 1, Precinct 3",Straight Party,,Republican Party,REP,463,,
Ottawa,"City of Holland, Ward 1, Precinct 3",Straight Party,,Democratic Party,DEM,323,,
Ottawa,"City of Holland, Ward 1, Precinct 3",Straight Party,,U.S. Taxpayers Party,UST,3,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. Senate,,Valerie L. Willis,UST,11,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. Senate,,Marcia Squier,GRN,12,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. Senate,,Gary Peters,DEM,518,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. Senate,,John James,REP,635,,
Ottawa,"City of Holland, Ward 1, Precinct 3",U.S. Senate,,Doug Dern,NLP,2,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Brian T. Carroll,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Jade Simmons,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Don Blankenship William Mohr,UST,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Howie Hawkins Angela Walker,GRN,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Rocky De La Fuente Darcy Richardson,NLP,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Jo Jorgensen Jeremy Cohen,LIB,14,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Joseph R. Biden Kamala D. Harris,DEM,348,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Donald J. Trump Michael R. Pence,REP,247,,
Ottawa,"City of Holland, Ward 2, Precinct 4",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. House,2,Jean-Michel Creviere,GRN,2,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. House,2,Max Riekse,LIB,8,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. House,2,Bill Huizenga,REP,278,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. House,2,Bryan Berghoef,DEM,311,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. House,2,Gerald T. Van Sickle,UST,2,,
Ottawa,"City of Holland, Ward 2, Precinct 4",State House,90,Christopher P. Banks,DEM,275,,
Ottawa,"City of Holland, Ward 2, Precinct 4",State House,90,Bradley Slagh,REP,308,,
Ottawa,"City of Holland, Ward 2, Precinct 4",Straight Party,,Green Party,GRN,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",Straight Party,,Working Class Party,WCP,1,,
Ottawa,"City of Holland, Ward 2, Precinct 4",Straight Party,,U.S. Taxpayers Party,UST,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",Straight Party,,Natural Law Party,NLP,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",Straight Party,,Libertarian Party,LIB,2,,
Ottawa,"City of Holland, Ward 2, Precinct 4",Straight Party,,Republican Party,REP,198,,
Ottawa,"City of Holland, Ward 2, Precinct 4",Straight Party,,Democratic Party,DEM,159,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. Senate,,Robert William Carr,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. Senate,,Marcia Squier,GRN,2,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. Senate,,Leonard Paul Gadzinski,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. Senate,,Valerie L. Willis,UST,6,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. Senate,,Doug Dern,NLP,0,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. Senate,,John James,REP,272,,
Ottawa,"City of Holland, Ward 2, Precinct 4",U.S. Senate,,Gary Peters,DEM,323,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Brian T. Carroll,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Kasey Wells,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Tara Renee Hunter,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Rocky De La Fuente Darcy Richardson,NLP,0,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Jade Simmons,,1,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Don Blankenship William Mohr,UST,1,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Tom Hoefling,,0,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Jo Jorgensen Jeremy Cohen,LIB,18,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Joseph R. Biden Kamala D. Harris,DEM,779,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Howie Hawkins Angela Walker,GRN,8,,
Ottawa,"City of Holland, Ward 2, Precinct 5",President,,Donald J. Trump Michael R. Pence,REP,335,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,2,Gerald T. Van Sickle,UST,4,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,2,Jean-Michel Creviere,GRN,8,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,2,Bill Huizenga,REP,379,,
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,2,Bryan Berghoef,DEM,723,,
