county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Osceola,"City of Reed City, Precinct 1",U.S. House,2,Ballots Cast,,1119,847,,,272,,,
Osceola,"City of Reed City, Precinct 1",U.S. House,2,Michael Lynch,Democrat,336,269,,,67,,,
Osceola,"City of Reed City, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,707,510,,,197,,,
Osceola,"City of Reed City, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,23,21,,,2,,,
Osceola,"City of Reed City, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,27,24,,,3,,,
Osceola,"City of Reed City, Precinct 1",U.S. House,2,Write-in,,4,4,,,0,,,
Osceola,"City of Reed City, Precinct 1",U.S. House,2,Over Vote Count,,2,1,,,1,,,
Osceola,"City of Reed City, Precinct 1",U.S. House,2,Under Vote Count,,20,18,,,2,,,
Osceola,"City of Reed City, Precinct 1",State House,100,Ballots Cast,,1119,847,,,272,,,
Osceola,"City of Reed City, Precinct 1",State House,100,Tracy Ruell,Democrat,381,313,,,68,,,
Osceola,"City of Reed City, Precinct 1",State House,100,Tom Kunse,Republican,713,512,,,201,,,
Osceola,"City of Reed City, Precinct 1",State House,100,Write-in,,6,5,,,1,,,
Osceola,"City of Reed City, Precinct 1",State House,100,Over Vote Count,,0,0,,,0,,,
Osceola,"City of Reed City, Precinct 1",State House,100,Under Vote Count,,19,17,,,2,,,
Genesee,"Argentine Township, Precinct 1",Straight Party,,Democratic Party,DEM,302,46,178,,78,,,
Genesee,"Argentine Township, Precinct 2",Straight Party,,Democratic Party,DEM,293,51,179,,63,,,
Genesee,"Argentine Township, Precinct 3",Straight Party,,Democratic Party,DEM,73,14,44,,15,,,
Genesee,"Atlas Township, Precinct 1",Straight Party,,Democratic Party,DEM,291,55,186,,50,,,
Genesee,"Atlas Township, Precinct 2",Straight Party,,Democratic Party,DEM,154,31,82,,41,,,
Genesee,"Atlas Township, Precinct 3",Straight Party,,Democratic Party,DEM,259,47,159,,53,,,
Genesee,"Atlas Township, Precinct 4",Straight Party,,Democratic Party,DEM,235,56,126,,53,,,
Genesee,"City of Burton, Precinct 1",Straight Party,,Democratic Party,DEM,483,131,272,,80,,,
Genesee,"City of Burton, Precinct 2",Straight Party,,Democratic Party,DEM,353,148,154,,51,,,
Genesee,"City of Burton, Precinct 3",Straight Party,,Democratic Party,DEM,559,148,323,,88,,,
Genesee,"City of Burton, Precinct 4",Straight Party,,Democratic Party,DEM,405,185,167,,53,,,
Genesee,"City of Burton, Precinct 5",Straight Party,,Democratic Party,DEM,346,91,195,,60,,,
Genesee,"City of Burton, Precinct 6",Straight Party,,Democratic Party,DEM,407,191,147,,69,,,
Genesee,"City of Burton, Precinct 7",Straight Party,,Democratic Party,DEM,569,192,266,,111,,,
Genesee,"City of Burton, Precinct 8",Straight Party,,Democratic Party,DEM,512,144,271,,97,,,
Genesee,"City of Burton, Precinct 9",Straight Party,,Democratic Party,DEM,197,58,111,,28,,,
Genesee,"City of Burton, Precinct 10",Straight Party,,Democratic Party,DEM,616,155,344,,117,,,
Genesee,"City of Burton, Precinct 11",Straight Party,,Democratic Party,DEM,314,74,186,,54,,,
Genesee,"City of Burton, Precinct 12",Straight Party,,Democratic Party,DEM,344,128,166,,50,,,
Genesee,"Clayton Township, Precinct 1",Straight Party,,Democratic Party,DEM,420,344,2,,74,,,
Genesee,"Clayton Township, Precinct 2",Straight Party,,Democratic Party,DEM,362,294,0,,68,,,
Genesee,"Clayton Township, Precinct 3",Straight Party,,Democratic Party,DEM,253,212,0,,41,,,
Genesee,"Clayton Township, Precinct 4",Straight Party,,Democratic Party,DEM,189,156,0,,33,,,
Genesee,"City of Clio, Precinct 1",Straight Party,,Democratic Party,DEM,394,297,0,,97,,,
Genesee,"City of Davison, Precinct 1",Straight Party,,Democratic Party,DEM,323,101,155,,67,,,
Genesee,"City of Davison, Precinct 2",Straight Party,,Democratic Party,DEM,403,133,205,,65,,,
Genesee,"Davison Township, Precinct 1",Straight Party,,Democratic Party,DEM,331,86,199,,46,,,
Genesee,"Davison Township, Precinct 2",Straight Party,,Democratic Party,DEM,295,79,163,,53,,,
Genesee,"Davison Township, Precinct 3",Straight Party,,Democratic Party,DEM,208,60,120,,28,,,
Genesee,"Davison Township, Precinct 4",Straight Party,,Democratic Party,DEM,439,95,292,,52,,,
Genesee,"Davison Township, Precinct 5",Straight Party,,Democratic Party,DEM,406,175,149,,82,,,
Genesee,"Davison Township, Precinct 6",Straight Party,,Democratic Party,DEM,463,186,181,,96,,,
Genesee,"Davison Township, Precinct 7",Straight Party,,Democratic Party,DEM,214,78,105,,31,,,
Genesee,"Davison Township, Precinct 8",Straight Party,,Democratic Party,DEM,165,30,101,,34,,,
Genesee,"Davison Township, Precinct 9",Straight Party,,Democratic Party,DEM,290,91,157,,42,,,
Genesee,"City of Fenton, Precinct 1",Straight Party,,Democratic Party,DEM,308,91,155,,62,,,
Genesee,"City of Fenton, Precinct 2",Straight Party,,Democratic Party,DEM,754,164,430,,160,,,
Genesee,"City of Fenton, Precinct 3",Straight Party,,Democratic Party,DEM,713,163,389,,161,,,
Genesee,"Fenton Township, Precinct 1",Straight Party,,Democratic Party,DEM,408,62,272,,74,,,
Genesee,"Fenton Township, Precinct 2",Straight Party,,Democratic Party,DEM,457,92,281,,84,,,
Genesee,"Fenton Township, Precinct 3",Straight Party,,Democratic Party,DEM,356,78,199,,79,,,
Genesee,"Fenton Township, Precinct 4",Straight Party,,Democratic Party,DEM,363,65,239,,59,,,
Genesee,"Fenton Township, Precinct 5",Straight Party,,Democratic Party,DEM,364,58,237,,69,,,
Genesee,"Fenton Township, Precinct 6",Straight Party,,Democratic Party,DEM,411,86,253,,72,,,
Genesee,"City of Flint, Precinct 1",Straight Party,,Democratic Party,DEM,1788,810,738,,240,,,
Genesee,"City of Flint, Precinct 2",Straight Party,,Democratic Party,DEM,1538,753,570,,215,,,
Genesee,"City of Flint, Precinct 3",Straight Party,,Democratic Party,DEM,41,12,20,,9,,,
Genesee,"City of Flint, Precinct 4",Straight Party,,Democratic Party,DEM,469,267,143,,59,,,
Genesee,"City of Flint, Precinct 5",Straight Party,,Democratic Party,DEM,1062,467,413,,182,,,
Genesee,"City of Flint, Precinct 6",Straight Party,,Democratic Party,DEM,1330,613,483,,234,,,
Genesee,"City of Flint, Precinct 7",Straight Party,,Democratic Party,DEM,455,246,150,,59,,,
Genesee,"City of Flint, Precinct 8",Straight Party,,Democratic Party,DEM,691,274,314,,103,,,
Genesee,"City of Flint, Precinct 9",Straight Party,,Democratic Party,DEM,801,427,264,,110,,,
Genesee,"City of Flint, Precinct 10",Straight Party,,Democratic Party,DEM,529,279,184,,66,,,
Genesee,"City of Flint, Precinct 11",Straight Party,,Democratic Party,DEM,522,259,200,,63,,,
Genesee,"City of Flint, Precinct 12",Straight Party,,Democratic Party,DEM,806,351,345,,110,,,
Genesee,"City of Flint, Precinct 13",Straight Party,,Democratic Party,DEM,31,8,17,,6,,,
Genesee,"City of Flint, Precinct 14",Straight Party,,Democratic Party,DEM,1355,598,515,,242,,,
Genesee,"City of Flint, Precinct 15",Straight Party,,Democratic Party,DEM,872,385,335,,152,,,
Genesee,"City of Flint, Precinct 16",Straight Party,,Democratic Party,DEM,1085,479,405,,201,,,
Genesee,"City of Flint, Precinct 17",Straight Party,,Democratic Party,DEM,787,412,269,,106,,,
Genesee,"City of Flint, Precinct 18",Straight Party,,Democratic Party,DEM,84,49,25,,10,,,
Genesee,"City of Flint, Precinct 19",Straight Party,,Democratic Party,DEM,538,271,206,,61,,,
Genesee,"City of Flint, Precinct 20",Straight Party,,Democratic Party,DEM,882,274,448,,160,,,
Genesee,"City of Flint, Precinct 21",Straight Party,,Democratic Party,DEM,1507,594,675,,238,,,
Genesee,"City of Flint, Precinct 22",Straight Party,,Democratic Party,DEM,46,23,15,,8,,,
Genesee,"City of Flint, Precinct 23",Straight Party,,Democratic Party,DEM,1263,461,576,,226,,,
Genesee,"City of Flint, Precinct 24",Straight Party,,Democratic Party,DEM,667,333,237,,97,,,
Genesee,"City of Flint, Precinct 25",Straight Party,,Democratic Party,DEM,81,28,25,,28,,,
Genesee,"City of Flint, Precinct 26",Straight Party,,Democratic Party,DEM,197,76,78,,43,,,
Genesee,"City of Flint, Precinct 27",Straight Party,,Democratic Party,DEM,9,7,0,,2,,,
Genesee,"City of Flint, Precinct 28",Straight Party,,Democratic Party,DEM,817,368,312,,137,,,
Genesee,"City of Flint, Precinct 29",Straight Party,,Democratic Party,DEM,588,284,227,,77,,,
Genesee,"Flint Township, Precinct 1",Straight Party,,Democratic Party,DEM,1663,395,878,,390,,,
Genesee,"Flint Township, Precinct 2",Straight Party,,Democratic Party,DEM,1575,601,663,,311,,,
Genesee,"Flint Township, Precinct 3",Straight Party,,Democratic Party,DEM,1304,399,637,,268,,,
Genesee,"Flint Township, Precinct 4",Straight Party,,Democratic Party,DEM,318,112,144,,62,,,
Genesee,"Flint Township, Precinct 5",Straight Party,,Democratic Party,DEM,577,127,344,,106,,,
Genesee,"Flint Township, Precinct 6",Straight Party,,Democratic Party,DEM,307,88,165,,54,,,
Genesee,"Flint Township, Precinct 7",Straight Party,,Democratic Party,DEM,322,118,153,,51,,,
Genesee,"Flint Township, Precinct 8",Straight Party,,Democratic Party,DEM,1085,424,495,,166,,,
Genesee,"City of Flushing, Precinct 1",Straight Party,,Democratic Party,DEM,374,84,230,,60,,,
Genesee,"City of Flushing, Precinct 2",Straight Party,,Democratic Party,DEM,370,99,220,,51,,,
Genesee,"City of Flushing, Precinct 3",Straight Party,,Democratic Party,DEM,353,101,193,,59,,,
Genesee,"City of Flushing, Precinct 4",Straight Party,,Democratic Party,DEM,364,107,197,,60,,,
Genesee,"Flushing Township, Precinct 1",Straight Party,,Democratic Party,DEM,330,101,173,,56,,,
Genesee,"Flushing Township, Precinct 2",Straight Party,,Democratic Party,DEM,357,79,214,,64,,,
Genesee,"Flushing Township, Precinct 3",Straight Party,,Democratic Party,DEM,488,125,281,,82,,,
Genesee,"Flushing Township, Precinct 4",Straight Party,,Democratic Party,DEM,415,131,212,,72,,,
Genesee,"Flushing Township, Precinct 5",Straight Party,,Democratic Party,DEM,108,29,56,,23,,,
Genesee,"Forest Township, Precinct 1",Straight Party,,Democratic Party,DEM,130,30,70,,30,,,
Genesee,"Forest Township, Precinct 2",Straight Party,,Democratic Party,DEM,253,56,149,,48,,,
Genesee,"Forest Township, Precinct 3",Straight Party,,Democratic Party,DEM,220,56,124,,40,,,
Genesee,"Gaines Township, Precinct 1",Straight Party,,Democratic Party,DEM,407,97,229,,81,,,
Genesee,"Gaines Township, Precinct 2",Straight Party,,Democratic Party,DEM,171,69,69,,33,,,
Genesee,"Gaines Township, Precinct 3",Straight Party,,Democratic Party,DEM,301,69,179,,53,,,
Genesee,"Genesee Township, Precinct 1",Straight Party,,Democratic Party,DEM,321,141,146,,34,,,
Genesee,"Genesee Township, Precinct 2",Straight Party,,Democratic Party,DEM,396,195,136,,65,,,
Genesee,"Genesee Township, Precinct 3",Straight Party,,Democratic Party,DEM,299,120,137,,42,,,
Genesee,"Genesee Township, Precinct 4",Straight Party,,Democratic Party,DEM,434,141,233,,60,,,
Genesee,"Genesee Township, Precinct 5",Straight Party,,Democratic Party,DEM,226,83,114,,29,,,
Genesee,"Genesee Township, Precinct 6",Straight Party,,Democratic Party,DEM,576,239,255,,82,,,
Genesee,"Genesee Township, Precinct 7",Straight Party,,Democratic Party,DEM,310,113,162,,35,,,
Genesee,"Genesee Township, Precinct 8",Straight Party,,Democratic Party,DEM,481,143,259,,79,,,
Genesee,"Genesee Township, Precinct 9",Straight Party,,Democratic Party,DEM,482,153,244,,85,,,
Genesee,"City of Grand Blanc, Precinct 1",Straight Party,,Democratic Party,DEM,855,245,438,,172,,,
Genesee,"City of Grand Blanc, Precinct 2",Straight Party,,Democratic Party,DEM,824,193,468,,163,,,
Genesee,"Grand Blanc Township, Precinct 1",Straight Party,,Democratic Party,DEM,907,232,528,,147,,,
Genesee,"Grand Blanc Township, Precinct 2",Straight Party,,Democratic Party,DEM,323,113,140,,70,,,
Genesee,"Grand Blanc Township, Precinct 3",Straight Party,,Democratic Party,DEM,876,224,481,,171,,,
Genesee,"Grand Blanc Township, Precinct 4",Straight Party,,Democratic Party,DEM,1096,318,598,,180,,,
Genesee,"Grand Blanc Township, Precinct 5",Straight Party,,Democratic Party,DEM,267,14,221,,32,,,
Genesee,"Grand Blanc Township, Precinct 6",Straight Party,,Democratic Party,DEM,455,65,292,,98,,,
Genesee,"Grand Blanc Township, Precinct 7",Straight Party,,Democratic Party,DEM,1064,288,582,,194,,,
Genesee,"Grand Blanc Township, Precinct 8",Straight Party,,Democratic Party,DEM,712,131,485,,96,,,
Genesee,"Grand Blanc Township, Precinct 9",Straight Party,,Democratic Party,DEM,750,219,414,,117,,,
Genesee,"Grand Blanc Township, Precinct 10",Straight Party,,Democratic Party,DEM,943,336,465,,142,,,
Genesee,"City of Linden, Precinct 1",Straight Party,,Democratic Party,DEM,560,107,343,,110,,,
Genesee,"City of Montrose, Precinct 1",Straight Party,,Democratic Party,DEM,219,164,0,,55,,,
Genesee,"Montrose Township, Precinct 1",Straight Party,,Democratic Party,DEM,182,46,114,,22,,,
Genesee,"Montrose Township, Precinct 2",Straight Party,,Democratic Party,DEM,179,47,109,,23,,,
Genesee,"Montrose Township, Precinct 3",Straight Party,,Democratic Party,DEM,212,78,99,,35,,,
Genesee,"Montrose Township, Precinct 4",Straight Party,,Democratic Party,DEM,206,45,121,,40,,,
Genesee,"City of Mount Morris, Precinct 1",Straight Party,,Democratic Party,DEM,170,141,0,,29,,,
Genesee,"City of Mount Morris, Precinct 2",Straight Party,,Democratic Party,DEM,323,261,0,,62,,,
Genesee,"Mount Morris Township, Precinct 1",Straight Party,,Democratic Party,DEM,210,91,95,,24,,,
Genesee,"Mount Morris Township, Precinct 2",Straight Party,,Democratic Party,DEM,302,101,169,,32,,,
Genesee,"Mount Morris Township, Precinct 3",Straight Party,,Democratic Party,DEM,215,77,102,,36,,,
Genesee,"Mount Morris Township, Precinct 4",Straight Party,,Democratic Party,DEM,508,147,269,,92,,,
Genesee,"Mount Morris Township, Precinct 5",Straight Party,,Democratic Party,DEM,352,109,191,,52,,,
Genesee,"Mount Morris Township, Precinct 6",Straight Party,,Democratic Party,DEM,448,234,167,,47,,,
Genesee,"Mount Morris Township, Precinct 7",Straight Party,,Democratic Party,DEM,691,251,300,,140,,,
Genesee,"Mount Morris Township, Precinct 8",Straight Party,,Democratic Party,DEM,880,437,294,,149,,,
Genesee,"Mount Morris Township, Precinct 9",Straight Party,,Democratic Party,DEM,560,280,209,,71,,,
Genesee,"Mount Morris Township, Precinct 11",Straight Party,,Democratic Party,DEM,511,240,180,,91,,,
Genesee,"Mundy Township, Precinct 1",Straight Party,,Democratic Party,DEM,655,106,82,,467,,,
Genesee,"Mundy Township, Precinct 2",Straight Party,,Democratic Party,DEM,526,140,43,,343,,,
Genesee,"Mundy Township, Precinct 3",Straight Party,,Democratic Party,DEM,505,106,37,,362,,,
Genesee,"Mundy Township, Precinct 4",Straight Party,,Democratic Party,DEM,308,45,217,,46,,,
Genesee,"Mundy Township, Precinct 5",Straight Party,,Democratic Party,DEM,266,41,173,,52,,,
Genesee,"Mundy Township, Precinct 6",Straight Party,,Democratic Party,DEM,175,42,95,,38,,,
Genesee,"Mundy Township, Precinct 7",Straight Party,,Democratic Party,DEM,255,62,17,,176,,,
Genesee,"Richfield Township, Precinct 1",Straight Party,,Democratic Party,DEM,386,109,206,,71,,,
Genesee,"Richfield Township, Precinct 2",Straight Party,,Democratic Party,DEM,472,72,309,,91,,,
Genesee,"Richfield Township, Precinct 3",Straight Party,,Democratic Party,DEM,373,114,183,,76,,,
Genesee,"City of Swartz Creek, Precinct 1",Straight Party,,Democratic Party,DEM,211,44,136,,31,,,
Genesee,"City of Swartz Creek, Precinct 2",Straight Party,,Democratic Party,DEM,308,100,151,,57,,,
Genesee,"City of Swartz Creek, Precinct 3",Straight Party,,Democratic Party,DEM,229,72,113,,44,,,
Genesee,"City of Swartz Creek, Precinct 4",Straight Party,,Democratic Party,DEM,308,48,214,,46,,,
Genesee,"Thetford Township, Precinct 1",Straight Party,,Democratic Party,DEM,377,72,215,,90,,,
Genesee,"Thetford Township, Precinct 2",Straight Party,,Democratic Party,DEM,479,116,249,,114,,,
Genesee,"Vienna Township, Precinct 1",Straight Party,,Democratic Party,DEM,410,85,263,,62,,,
Genesee,"Vienna Township, Precinct 2",Straight Party,,Democratic Party,DEM,427,84,276,,67,,,
Genesee,"Vienna Township, Precinct 3",Straight Party,,Democratic Party,DEM,449,133,252,,64,,,
Genesee,"Vienna Township, Precinct 4",Straight Party,,Democratic Party,DEM,393,84,262,,47,,,
Genesee,"Vienna Township, Precinct 5",Straight Party,,Democratic Party,DEM,287,59,174,,54,,,
Genesee,"Argentine Township, Precinct 1",Straight Party,,Republican Party,REP,614,190,156,,268,,,
Genesee,"Argentine Township, Precinct 2",Straight Party,,Republican Party,REP,662,215,151,,296,,,
Genesee,"Argentine Township, Precinct 3",Straight Party,,Republican Party,REP,194,61,40,,93,,,
Genesee,"Atlas Township, Precinct 1",Straight Party,,Republican Party,REP,600,198,150,,252,,,
Genesee,"Atlas Township, Precinct 2",Straight Party,,Republican Party,REP,364,122,96,,146,,,
Genesee,"Atlas Township, Precinct 3",Straight Party,,Republican Party,REP,626,193,199,,234,,,
Genesee,"Atlas Township, Precinct 4",Straight Party,,Republican Party,REP,435,166,99,,170,,,
Genesee,"City of Burton, Precinct 1",Straight Party,,Republican Party,REP,402,173,98,,131,,,
Genesee,"City of Burton, Precinct 2",Straight Party,,Republican Party,REP,341,216,57,,68,,,
Genesee,"City of Burton, Precinct 3",Straight Party,,Republican Party,REP,503,221,126,,156,,,
Genesee,"City of Burton, Precinct 4",Straight Party,,Republican Party,REP,434,247,78,,109,,,
Genesee,"City of Burton, Precinct 5",Straight Party,,Republican Party,REP,321,130,74,,117,,,
Genesee,"City of Burton, Precinct 6",Straight Party,,Republican Party,REP,197,115,40,,42,,,
Genesee,"City of Burton, Precinct 7",Straight Party,,Republican Party,REP,325,157,73,,95,,,
Genesee,"City of Burton, Precinct 8",Straight Party,,Republican Party,REP,464,187,133,,144,,,
Genesee,"City of Burton, Precinct 9",Straight Party,,Republican Party,REP,243,136,41,,66,,,
Genesee,"City of Burton, Precinct 10",Straight Party,,Republican Party,REP,552,254,131,,167,,,
Genesee,"City of Burton, Precinct 11",Straight Party,,Republican Party,REP,331,125,90,,116,,,
Genesee,"City of Burton, Precinct 12",Straight Party,,Republican Party,REP,415,185,102,,128,,,
Genesee,"Clayton Township, Precinct 1",Straight Party,,Republican Party,REP,417,276,0,,141,,,
Genesee,"Clayton Township, Precinct 2",Straight Party,,Republican Party,REP,300,199,0,,101,,,
Genesee,"Clayton Township, Precinct 3",Straight Party,,Republican Party,REP,254,183,0,,71,,,
Genesee,"Clayton Township, Precinct 4",Straight Party,,Republican Party,REP,328,211,0,,117,,,
Genesee,"City of Clio, Precinct 1",Straight Party,,Republican Party,REP,411,272,0,,139,,,
Genesee,"City of Davison, Precinct 1",Straight Party,,Republican Party,REP,428,201,92,,135,,,
Genesee,"City of Davison, Precinct 2",Straight Party,,Republican Party,REP,429,198,97,,134,,,
Genesee,"Davison Township, Precinct 1",Straight Party,,Republican Party,REP,523,222,111,,190,,,
Genesee,"Davison Township, Precinct 2",Straight Party,,Republican Party,REP,453,188,119,,146,,,
Genesee,"Davison Township, Precinct 3",Straight Party,,Republican Party,REP,404,143,117,,144,,,
Genesee,"Davison Township, Precinct 4",Straight Party,,Republican Party,REP,442,128,207,,107,,,
Genesee,"Davison Township, Precinct 5",Straight Party,,Republican Party,REP,336,169,64,,103,,,
Genesee,"Davison Township, Precinct 6",Straight Party,,Republican Party,REP,476,220,115,,141,,,
Genesee,"Davison Township, Precinct 7",Straight Party,,Republican Party,REP,437,213,111,,113,,,
Genesee,"Davison Township, Precinct 8",Straight Party,,Republican Party,REP,275,96,80,,99,,,
Genesee,"Davison Township, Precinct 9",Straight Party,,Republican Party,REP,342,166,74,,102,,,
Genesee,"City of Fenton, Precinct 1",Straight Party,,Republican Party,REP,434,192,108,,134,,,
Genesee,"City of Fenton, Precinct 2",Straight Party,,Republican Party,REP,882,303,242,,337,,,
Genesee,"City of Fenton, Precinct 3",Straight Party,,Republican Party,REP,837,314,248,,275,,,
Genesee,"Fenton Township, Precinct 1",Straight Party,,Republican Party,REP,726,183,265,,278,,,
Genesee,"Fenton Township, Precinct 2",Straight Party,,Republican Party,REP,680,239,202,,239,,,
Genesee,"Fenton Township, Precinct 3",Straight Party,,Republican Party,REP,677,224,207,,246,,,
Genesee,"Fenton Township, Precinct 4",Straight Party,,Republican Party,REP,657,156,268,,233,,,
Genesee,"Fenton Township, Precinct 5",Straight Party,,Republican Party,REP,635,190,212,,233,,,
Genesee,"Fenton Township, Precinct 6",Straight Party,,Republican Party,REP,729,173,277,,279,,,
Genesee,"City of Flint, Precinct 1",Straight Party,,Republican Party,REP,71,47,14,,10,,,
